Or_ID,Prod_Rating,Delivery_Service_Rating
ORD02809,2,4
ORD02810,1,1
ORD02811,3,4
ORD02812,5,4
ORD02813,5,2
ORD02814,5,4
ORD02815,1,1
ORD02816,3,3
ORD02817,2,1
ORD02818,2,3
ORD02819,3,1
ORD02820,4,1
ORD02821,2,3
ORD02822,5,3
ORD02823,2,3
ORD02824,1,2
ORD02825,1,1
ORD02826,5,4
ORD02827,1,1
ORD02828,3,5
ORD02829,2,2
ORD02830,5,3
ORD02831,2,1
ORD02832,5,1
ORD02833,5,2
ORD02834,3,4
ORD02835,3,4
ORD02836,4,5
ORD02837,2,2
ORD02838,5,3
ORD02839,5,3
ORD02840,3,2
ORD02841,5,2
ORD02842,4,1
ORD02843,5,3
ORD02844,4,
ORD02845,5,5
ORD02846,5,3
ORD02847,4,1
ORD02848,3,3
ORD02849,3,4
ORD02850,1,3
ORD02851,3,4
ORD02852,2,5
ORD02853,5,2
ORD02854,3,1
ORD02855,4,5
ORD02856,5,2
ORD02857,3,3
ORD02858,3,4
ORD02859,2,1
ORD02860,5,4
ORD02861,5,3
ORD02862,4,1
ORD02863,3,5
ORD02864,1,1
ORD02865,2,5
ORD02866,2,2
ORD02867,4,4
ORD02868,1,1
ORD02869,5,4
ORD02870,2,4
ORD02871,5,1
ORD02872,3,3
ORD02873,4,1
ORD02874,5,5
ORD02875,3,4
ORD02876,3,2
ORD02877,4,1
ORD02878,3,2
ORD02879,2,4
ORD02880,3,
ORD02881,2,1
ORD02882,,2
ORD02883,1,1
ORD02884,3,2
ORD02885,4,3
ORD02886,1,3
ORD02887,3,2
ORD02888,4,5
ORD02889,1,2
ORD02890,3,2
ORD02891,3,3
ORD02892,4,2
ORD02893,5,5
ORD02894,2,1
ORD02895,3,4
ORD02896,3,1
ORD02897,5,5
ORD02898,1,4
ORD02899,3,4
ORD02900,3,3
ORD02901,1,2
ORD02902,5,4
ORD02903,1,5
ORD02904,5,2
ORD02905,4,1
ORD02906,1,1
ORD02907,2,
ORD02908,2,1
ORD02909,3,5
ORD02910,2,5
ORD02911,5,5
ORD02912,3,4
ORD02913,1,3
ORD02914,4,3
ORD02915,2,5
ORD02916,5,3
ORD02917,1,3
ORD02918,2,3
ORD02919,5,2
ORD02920,2,2
ORD02921,1,1
ORD02922,5,1
ORD02923,5,3
ORD02924,1,2
ORD02925,1,4
ORD02926,2,2
ORD02927,1,4
ORD02928,3,2
ORD02929,5,5
ORD02930,3,1
ORD02931,4,4
ORD02932,4,4
ORD02933,1,3
ORD02934,4,4
ORD02935,5,1
ORD02936,2,4
ORD02937,5,5
ORD02938,3,4
ORD02939,2,1
ORD02940,5,3
ORD02941,2,3
ORD02942,4,4
ORD02943,2,1
ORD02944,1,1
ORD02945,4,4
ORD02946,5,5
ORD02947,4,3
ORD02948,4,5
ORD02949,1,1
ORD02950,3,1
ORD02951,4,1
ORD02952,4,3
ORD02953,1,2
ORD02954,5,2
ORD02955,4,1
ORD02956,1,1
ORD02957,3,3
ORD02958,5,1
ORD02959,2,4
ORD02960,1,5
ORD02961,4,2
ORD02962,3,2
ORD02963,5,2
ORD02964,2,1
ORD02965,1,3
ORD02966,1,2
ORD02967,5,2
ORD02968,,5
ORD02969,3,3
ORD02970,2,2
ORD02971,2,2
ORD02972,4,1
ORD02973,1,2
ORD02974,3,4
ORD02975,3,3
ORD02976,1,1
ORD02977,5,1
ORD02978,5,4
ORD02979,3,4
ORD02980,5,
ORD02981,1,1
ORD02982,3,3
ORD02983,5,4
ORD02984,3,1
ORD02985,5,4
ORD02986,4,3
ORD02987,5,1
ORD02988,4,3
ORD02989,2,5
ORD02990,5,2
ORD02991,4,3
ORD02992,4,1
ORD02993,2,4
ORD02994,2,2
ORD02995,3,3
ORD02996,3,3
ORD02997,1,2
ORD02998,2,5
ORD02999,3,2
ORD03000,1,2
ORD03001,4,2
ORD03002,4,2
ORD03003,1,4
ORD03004,5,1
ORD03005,5,3
ORD03006,3,3
ORD03007,3,3
ORD03008,1,2
ORD03009,,3
ORD03010,1,5
ORD03011,1,1
ORD03012,1,1
ORD03013,3,1
ORD03014,1,3
ORD03015,5,5
ORD03016,2,1
ORD03017,5,5
ORD03018,5,4
ORD03019,4,5
ORD03020,3,1
ORD03021,4,1
ORD03022,3,1
ORD03023,5,5
ORD03024,1,2
ORD03025,2,1
ORD03026,5,2
ORD03027,1,4
ORD03028,2,2
ORD03029,3,2
ORD03030,5,2
ORD03031,3,3
ORD03032,,3
ORD03033,1,3
ORD03034,1,1
ORD03035,2,3
ORD03036,2,5
ORD03037,2,5
ORD03038,5,5
ORD03039,1,5
ORD03040,2,1
ORD03041,4,
ORD03042,3,5
ORD03043,4,5
ORD03044,2,5
ORD03045,1,4
ORD03046,1,2
ORD03047,1,5
ORD03048,2,1
ORD03049,4,5
ORD03050,3,2
ORD03051,5,3
ORD03052,4,2
ORD03053,3,
ORD03054,3,2
ORD03055,4,4
ORD03056,1,4
ORD03057,2,5
ORD03058,2,2
ORD03059,5,3
ORD03060,3,3
ORD03061,4,1
ORD03062,,1
ORD03063,5,1
ORD03064,5,5
ORD03065,2,2
ORD03066,4,
ORD03067,2,1
ORD03068,3,3
ORD03069,5,2
ORD03070,4,5
ORD03071,5,5
ORD03072,2,2
ORD03073,1,1
ORD03074,2,4
ORD03075,4,2
ORD03076,4,
ORD03077,1,4
ORD03078,2,1
ORD03079,5,1
ORD03080,2,3
ORD03081,,4
ORD03082,1,1
ORD03083,5,4
ORD03084,2,5
ORD03085,2,1
ORD03086,1,5
ORD03087,5,3
ORD03088,2,1
ORD03089,3,1
ORD03090,5,5
ORD03091,2,2
ORD03092,4,2
ORD03093,5,2
ORD03094,1,4
ORD03095,3,1
ORD03096,4,2
ORD03097,3,2
ORD03098,5,2
ORD03099,5,3
ORD03100,4,5
ORD03101,,2
ORD03102,2,1
ORD03103,1,2
ORD03104,5,1
ORD03105,5,4
ORD03106,1,3
ORD03107,2,1
ORD03108,3,4
ORD03109,5,5
ORD03110,3,1
ORD03111,5,4
ORD03112,5,1
ORD03113,4,3
ORD03114,5,2
ORD03115,1,3
ORD03116,4,5
ORD03117,5,2
ORD03118,1,1
ORD03119,2,1
ORD03120,5,3
ORD03121,3,3
ORD03122,1,5
ORD03123,5,5
ORD03124,3,5
ORD03125,1,3
ORD03126,2,5
ORD03127,4,2
ORD03128,3,3
ORD03129,2,3
ORD03130,4,5
ORD03131,2,1
ORD03132,1,4
ORD03133,5,3
ORD03134,,4
ORD03135,2,5
ORD03136,2,3
ORD03137,2,4
ORD03138,3,5
ORD03139,2,1
ORD03140,1,4
ORD03141,5,2
ORD03142,3,3
ORD03143,2,4
ORD03144,5,3
ORD03145,5,3
ORD03146,1,1
ORD03147,5,3
ORD03148,3,3
ORD03149,5,4
ORD03150,1,3
ORD03151,5,2
ORD03152,5,2
ORD03153,5,4
ORD03154,3,2
ORD03155,5,5
ORD03156,4,2
ORD03157,2,5
ORD03158,4,3
ORD03159,5,5
ORD03160,4,1
ORD03161,,5
ORD03162,2,5
ORD03163,4,4
ORD03164,4,2
ORD03165,4,4
ORD03166,3,1
ORD03167,5,4
ORD03168,1,2
ORD03169,5,1
ORD03170,3,1
ORD03171,1,5
ORD03172,2,5
ORD03173,5,
ORD03174,3,4
ORD03175,4,2
ORD03176,5,5
ORD03177,3,5
ORD03178,4,1
ORD03179,4,5
ORD03180,1,1
ORD03181,2,1
ORD03182,3,5
ORD03183,4,3
ORD03184,,1
ORD03185,2,2
ORD03186,4,2
ORD03187,3,5
ORD03188,1,2
ORD03189,1,1
ORD03190,1,4
ORD03191,3,1
ORD03192,2,1
ORD03193,1,1
ORD03194,3,1
ORD03195,4,1
ORD03196,2,5
ORD03197,3,2
ORD03198,5,5
ORD03199,5,2
ORD03200,3,1
ORD03201,1,4
ORD03202,3,1
ORD03203,4,2
ORD03204,4,3
ORD03205,4,2
ORD03206,4,2
ORD03207,1,1
ORD03208,4,3
ORD03209,3,5
ORD03210,1,4
ORD03211,2,1
ORD03212,2,3
ORD03213,1,4
ORD03214,2,3
ORD03215,5,1
ORD03216,1,3
ORD03217,4,1
ORD03218,3,3
ORD03219,5,3
ORD03220,2,4
ORD03221,3,5
ORD03222,3,1
ORD03223,4,1
ORD03224,3,5
ORD03225,1,2
ORD03226,5,4
ORD03227,4,2
ORD03228,1,2
ORD03229,3,1
ORD03230,2,4
ORD03231,,3
ORD03232,1,5
ORD03233,3,5
ORD03234,2,5
ORD03235,1,
ORD03236,1,4
ORD03237,3,1
ORD03238,5,5
ORD03239,3,1
ORD03240,2,4
ORD03241,1,5
ORD03242,5,1
ORD03243,2,5
ORD03244,2,1
ORD03245,3,3
ORD03246,4,3
ORD03247,3,4
ORD03248,2,4
ORD03249,2,1
ORD03250,2,3
ORD03251,2,3
ORD03252,4,2
ORD03253,3,1
ORD03254,3,3
ORD03255,4,3
ORD03256,4,1
ORD03257,2,1
ORD03258,4,2
ORD03259,5,1
ORD03260,4,5
ORD03261,2,1
ORD03262,4,2
ORD03263,4,1
ORD03264,4,2
ORD03265,3,3
ORD03266,4,
ORD03267,4,5
ORD03268,2,1
ORD03269,5,3
ORD03270,3,4
ORD03271,4,2
ORD03272,5,5
ORD03273,1,4
ORD03274,5,4
ORD03275,5,4
ORD03276,2,2
ORD03277,5,3
ORD03278,3,3
ORD03279,2,5
ORD03280,3,3
ORD03281,4,4
ORD03282,5,3
ORD03283,2,5
ORD03284,5,4
ORD03285,3,5
ORD03286,4,2
ORD03287,4,2
ORD03288,5,5
ORD03289,5,3
ORD03290,4,1
ORD03291,3,2
ORD03292,4,3
ORD03293,4,3
ORD03294,3,5
ORD03295,5,1
ORD03296,5,1
ORD03297,5,3
ORD03298,2,3
ORD03299,4,1
ORD03300,5,1
ORD03301,4,5
ORD03302,2,1
ORD03303,1,4
ORD03304,1,2
ORD03305,2,2
ORD03306,5,1
ORD03307,5,5
ORD03308,4,2
ORD03309,1,3
ORD03310,1,1
ORD03311,1,5
ORD03312,3,5
ORD03313,1,2
ORD03314,5,5
ORD03315,3,2
ORD03316,1,2
ORD03317,1,4
ORD03318,4,1
ORD03319,3,4
ORD03320,1,4
ORD03321,5,1
ORD03322,2,2
ORD03323,4,4
ORD03324,5,5
ORD03325,1,3
ORD03326,2,5
ORD03327,1,2
ORD03328,2,4
ORD03329,3,4
ORD03330,4,4
ORD03331,4,2
ORD03332,5,5
ORD03333,5,4
ORD03334,,2
ORD03335,4,3
ORD03336,2,1
ORD03337,2,1
ORD03338,1,4
ORD03339,3,5
ORD03340,2,3
ORD03341,3,3
ORD03342,2,4
ORD03343,4,2
ORD03344,4,5
ORD03345,1,5
ORD03346,4,1
ORD03347,4,2
ORD03348,4,1
ORD03349,3,5
ORD03350,5,4
ORD03351,3,5
ORD03352,2,1
ORD03353,4,3
ORD03354,2,2
ORD03355,3,1
ORD03356,4,5
ORD03357,4,2
ORD03358,4,3
ORD03359,4,5
ORD03360,1,3
ORD03361,5,2
ORD03362,3,5
ORD03363,5,3
ORD03364,1,4
ORD03365,3,2
ORD03366,2,2
ORD03367,5,1
ORD03368,4,3
ORD03369,5,3
ORD03370,1,2
ORD03371,,4
ORD03372,1,1
ORD03373,3,2
ORD03374,3,1
ORD03375,2,2
ORD03376,1,3
ORD03377,3,4
ORD03378,1,2
ORD03379,3,5
ORD03380,5,2
ORD03381,2,2
ORD03382,1,5
ORD03383,2,4
ORD03384,1,5
ORD03385,4,3
ORD03386,4,5
ORD03387,5,3
ORD03388,3,1
ORD03389,3,4
ORD03390,1,2
ORD03391,3,5
ORD03392,5,3
ORD03393,5,3
ORD03394,4,4
ORD03395,4,1
ORD03396,2,3
ORD03397,4,4
ORD03398,1,2
ORD03399,1,2
ORD03400,4,5
ORD03401,3,3
ORD03402,1,3
ORD03403,5,3
ORD03404,1,4
ORD03405,,2
ORD03406,2,3
ORD03407,3,2
ORD03408,2,5
ORD03409,2,3
ORD03410,5,5
ORD03411,3,2
ORD03412,2,2
ORD03413,2,4
ORD03414,2,3
ORD03415,5,4
ORD03416,3,1
ORD03417,4,3
ORD03418,2,4
ORD03419,5,2
ORD03420,2,4
ORD03421,5,5
ORD03422,1,4
ORD03423,1,2
ORD03424,4,3
ORD03425,2,1
ORD03426,3,1
ORD03427,2,1
ORD03428,2,3
ORD03429,4,5
ORD03430,5,2
ORD03431,2,1
ORD03432,3,5
ORD03433,3,5
ORD03434,2,1
ORD03435,,4
ORD03436,1,3
ORD03437,5,3
ORD03438,1,
ORD03439,5,5
ORD03440,5,1
ORD03441,2,4
ORD03442,5,5
ORD03443,3,4
ORD03444,2,2
ORD03445,2,2
ORD03446,3,1
ORD03447,4,3
ORD03448,5,3
ORD03449,3,1
ORD03450,3,1
ORD03451,2,3
ORD03452,4,3
ORD03453,1,5
ORD03454,1,1
ORD03455,5,2
ORD03456,5,
ORD03457,1,1
ORD03458,1,5
ORD03459,1,5
ORD03460,5,2
ORD03461,4,4
ORD03462,5,1
ORD03463,3,4
ORD03464,4,1
ORD03465,4,2
ORD03466,3,1
ORD03467,3,1
ORD03468,3,2
ORD03469,1,5
ORD03470,2,5
ORD03471,4,1
ORD03472,5,2
ORD03473,4,4
ORD03474,1,
ORD03475,2,1
ORD03476,1,2
ORD03477,4,3
ORD03478,2,4
ORD03479,3,4
ORD03480,1,1
ORD03481,2,5
ORD03482,2,1
ORD03483,3,4
ORD03484,4,2
ORD03485,1,2
ORD03486,1,2
ORD03487,4,3
ORD03488,2,2
ORD03489,5,3
ORD03490,4,2
ORD03491,4,2
ORD03492,5,2
ORD03493,4,4
ORD03494,5,4
ORD03495,4,1
ORD03496,5,1
ORD03497,3,4
ORD03498,5,5
ORD03499,5,1
ORD03500,4,5
ORD03501,5,5
ORD03502,5,4
ORD03503,1,2
ORD03504,3,3
ORD03505,4,3
ORD03506,5,2
ORD03507,3,2
ORD03508,2,3
ORD03509,4,2
ORD03510,1,4
ORD03511,2,5
ORD03512,1,5
ORD03513,5,5
ORD03514,,1
ORD03515,2,4
ORD03516,3,1
ORD03517,5,2
ORD03518,3,2
ORD03519,5,1
ORD03520,1,4
ORD03521,5,3
ORD03522,2,2
ORD03523,2,4
ORD03524,5,3
ORD03525,4,4
ORD03526,4,4
ORD03527,3,5
ORD03528,4,2
ORD03529,1,4
ORD03530,2,5
ORD03531,2,5
ORD03532,2,4
ORD03533,3,5
ORD03534,2,1
ORD03535,2,5
ORD03536,2,1
ORD03537,3,1
ORD03538,2,2
ORD03539,1,3
ORD03540,4,3
ORD03541,5,5
ORD03542,3,3
ORD03543,2,4
ORD03544,4,4
ORD03545,1,4
ORD03546,4,5
ORD03547,5,1
ORD03548,5,4
ORD03549,5,1
ORD03550,4,2
ORD03551,1,2
ORD03552,4,5
ORD03553,4,1
ORD03554,5,1
ORD03555,4,3
ORD03556,2,1
ORD03557,2,4
ORD03558,,3
ORD03559,1,5
ORD03560,3,3
ORD03561,4,5
ORD03562,1,1
ORD03563,4,3
ORD03564,3,2
ORD03565,5,2
ORD03566,2,5
ORD03567,3,
ORD03568,3,2
ORD03569,4,5
ORD03570,2,1
ORD03571,,3
ORD03572,2,1
ORD03573,1,3
ORD03574,3,4
ORD03575,2,1
ORD03576,3,2
ORD03577,1,1
ORD03578,4,1
ORD03579,3,3
ORD03580,4,1
ORD03581,4,4
ORD03582,4,3
ORD03583,2,2
ORD03584,4,5
ORD03585,4,1
ORD03586,5,2
ORD03587,1,2
ORD03588,1,1
ORD03589,5,3
ORD03590,4,3
ORD03591,3,5
ORD03592,4,1
ORD03593,3,3
ORD03594,2,1
ORD03595,3,3
ORD03596,1,2
ORD03597,5,5
ORD03598,5,2
ORD03599,2,4
ORD03600,4,2
ORD03601,1,3
ORD03602,2,4
ORD03603,4,4
ORD03604,3,2
ORD03605,3,4
ORD03606,3,1
ORD03607,3,3
ORD03608,2,4
ORD03609,4,3
ORD03610,2,2
ORD03611,1,3
ORD03612,2,1
ORD03613,,4
ORD03614,3,1
ORD03615,1,3
ORD03616,2,2
ORD03617,4,3
ORD03618,5,3
ORD03619,3,4
ORD03620,1,4
ORD03621,2,2
ORD03622,3,2
ORD03623,5,2
ORD03624,4,1
ORD03625,3,3
ORD03626,4,3
ORD03627,5,2
ORD03628,4,5
ORD03629,1,5
ORD03630,,5
ORD03631,3,1
ORD03632,1,3
ORD03633,5,1
ORD03634,5,1
ORD03635,4,4
ORD03636,5,2
ORD03637,3,3
ORD03638,4,1
ORD03639,2,1
ORD03640,1,1
ORD03641,4,5
ORD03642,2,1
ORD03643,5,5
ORD03644,5,2
ORD03645,1,4
ORD03646,1,2
ORD03647,5,5
ORD03648,2,3
ORD03649,2,4
ORD03650,5,5
ORD03651,2,2
ORD03652,5,4
ORD03653,3,3
ORD03654,5,3
ORD03655,1,5
ORD03656,4,1
ORD03657,4,4
ORD03658,5,3
ORD03659,3,5
ORD03660,3,3
ORD03661,5,4
ORD03662,3,2
ORD03663,4,5
ORD03664,4,3
ORD03665,4,3
ORD03666,4,4
ORD03667,1,4
ORD03668,2,3
ORD03669,5,1
ORD03670,5,2
ORD03671,4,3
ORD03672,4,5
ORD03673,4,5
ORD03674,,3
ORD03675,3,3
ORD03676,2,3
ORD03677,,2
ORD03678,1,3
ORD03679,5,1
ORD03680,2,3
ORD03681,1,3
ORD03682,4,1
ORD03683,2,3
ORD03684,3,4
ORD03685,3,1
ORD03686,2,2
ORD03687,5,3
ORD03688,1,2
ORD03689,1,2
ORD03690,5,5
ORD03691,3,3
ORD03692,4,3
ORD03693,2,1
ORD03694,2,3
ORD03695,3,2
ORD03696,1,4
ORD03697,3,3
ORD03698,3,2
ORD03699,5,1
ORD03700,5,2
ORD03701,2,5
ORD03702,5,1
ORD03703,3,4
ORD03704,1,1
ORD03705,4,2
ORD03706,5,3
ORD03707,3,1
ORD03708,5,2
ORD03709,1,5
ORD03710,4,3
ORD03711,5,1
ORD03712,1,4
ORD03713,1,3
ORD03714,2,2
ORD03715,3,1
ORD03716,5,3
ORD03717,2,5
ORD03718,3,2
ORD03719,2,5
ORD03720,3,3
ORD03721,5,1
ORD03722,2,1
ORD03723,2,2
ORD03724,5,5
ORD03725,5,4
ORD03726,3,4
ORD03727,4,1
ORD03728,2,4
ORD03729,5,3
ORD03730,1,1
ORD03731,4,2
ORD03732,5,5
ORD03733,3,
ORD03734,2,
ORD03735,3,2
ORD03736,3,2
ORD03737,4,2
ORD03738,2,3
ORD03739,5,1
ORD03740,5,4
ORD03741,2,5
ORD03742,4,1
ORD03743,5,5
ORD03744,3,2
ORD03745,4,1
ORD03746,1,4
ORD03747,4,5
ORD03748,1,2
ORD03749,5,1
ORD03750,5,5
ORD03751,3,5
ORD03752,4,1
ORD03753,1,3
ORD03754,2,4
ORD03755,4,3
ORD03756,2,4
ORD03757,4,3
ORD03758,1,1
ORD03759,2,5
ORD03760,2,1
ORD03761,3,4
ORD03762,5,4
ORD03763,1,5
ORD03764,2,5
ORD03765,3,4
ORD03766,1,2
ORD03767,1,1
ORD03768,5,3
ORD03769,1,1
ORD03770,2,3
ORD03771,4,2
ORD03772,,1
ORD03773,2,1
ORD03774,5,1
ORD03775,2,4
ORD03776,4,2
ORD03777,2,2
ORD03778,4,5
ORD03779,3,1
ORD03780,4,3
ORD03781,4,
ORD03782,2,1
ORD03783,5,4
ORD03784,2,4
ORD03785,5,5
ORD03786,2,5
ORD03787,5,4
ORD03788,4,2
ORD03789,3,1
ORD03790,5,4
ORD03791,3,3
ORD03792,1,1
ORD03793,1,1
ORD03794,5,4
ORD03795,2,5
ORD03796,3,3
ORD03797,5,4
ORD03798,1,2
ORD03799,1,2
ORD03800,4,2
ORD03801,5,2
ORD03802,2,3
ORD03803,1,5
ORD03804,3,4
ORD03805,4,5
ORD03806,3,5
ORD03807,3,5
ORD03808,5,
ORD03809,2,1
ORD03810,3,3
ORD03811,5,4
ORD03812,5,
ORD03813,1,3
ORD03814,3,2
ORD03815,2,1
ORD03816,3,2
ORD03817,5,4
ORD03818,1,2
ORD03819,,2
ORD03820,1,1
ORD03821,5,2
ORD03822,2,1
ORD03823,1,2
ORD03824,5,1
ORD03825,5,3
ORD03826,5,1
ORD03827,5,2
ORD03828,2,4
ORD03829,3,2
ORD03830,2,1
ORD03831,1,1
ORD03832,4,2
ORD03833,2,1
ORD03834,5,2
ORD03835,5,5
ORD03836,5,5
ORD03837,3,5
ORD03838,1,4
ORD03839,2,5
ORD03840,3,3
ORD03841,2,5
ORD03842,1,1
ORD03843,3,5
ORD03844,2,5
ORD03845,4,3
ORD03846,5,2
ORD03847,4,1
ORD03848,3,3
ORD03849,4,2
ORD03850,5,2
ORD03851,5,1
ORD03852,3,3
ORD03853,1,4
ORD03854,3,3
ORD03855,,1
ORD03856,5,3
ORD03857,1,1
ORD03858,2,4
ORD03859,1,5
ORD03860,4,3
ORD03861,5,2
ORD03862,4,5
ORD03863,5,1
ORD03864,2,1
ORD03865,2,3
ORD03866,2,3
ORD03867,2,2
ORD03868,1,3
ORD03869,5,2
ORD03870,5,
ORD03871,1,2
ORD03872,3,1
ORD03873,3,4
ORD03874,5,5
ORD03875,4,4
ORD03876,2,1
ORD03877,1,
ORD03878,3,2
ORD03879,3,4
ORD03880,5,2
ORD03881,1,1
ORD03882,5,1
ORD03883,,2
ORD03884,2,4
ORD03885,5,2
ORD03886,4,1
ORD03887,4,3
ORD03888,5,2
ORD03889,2,3
ORD03890,4,4
ORD03891,2,2
ORD03892,4,2
ORD03893,1,1
ORD03894,1,1
ORD03895,4,2
ORD03896,4,4
ORD03897,1,3
ORD03898,5,2
ORD03899,4,1
ORD03900,1,4
ORD03901,3,2
ORD03902,4,1
ORD03903,2,3
ORD03904,3,4
ORD03905,5,2
ORD03906,1,1
ORD03907,2,1
ORD03908,1,1
ORD03909,2,2
ORD03910,5,3
ORD03911,1,1
ORD03912,5,3
ORD03913,1,4
ORD03914,5,1
ORD03915,2,3
ORD03916,3,5
ORD03917,2,2
ORD03918,4,3
ORD03919,4,
ORD03920,4,3
ORD03921,3,1
ORD03922,5,3
ORD03923,5,5
ORD03924,5,1
ORD03925,3,5
ORD03926,1,2
ORD03927,3,5
ORD03928,1,1
ORD03929,2,3
ORD03930,3,1
ORD03931,4,3
ORD03932,,3
ORD03933,5,5
ORD03934,3,2
ORD03935,5,2
ORD03936,4,3
ORD03937,5,1
ORD03938,1,3
ORD03939,5,4
ORD03940,1,5
ORD03941,1,3
ORD03942,1,1
ORD03943,5,4
ORD03944,4,4
ORD03945,1,3
ORD03946,3,5
ORD03947,1,2
ORD03948,,3
ORD03949,5,5
ORD03950,5,
ORD03951,1,4
ORD03952,4,4
ORD03953,4,4
ORD03954,5,3
ORD03955,3,3
ORD03956,1,4
ORD03957,3,3
ORD03958,2,2
ORD03959,1,1
ORD03960,1,1
ORD03961,3,3
ORD03962,2,5
ORD03963,3,4
ORD03964,4,1
ORD03965,1,5
ORD03966,5,3
ORD03967,3,5
ORD03968,1,3
ORD03969,2,1
ORD03970,4,3
ORD03971,1,3
ORD03972,1,
ORD03973,1,4
ORD03974,1,1
ORD03975,1,5
ORD03976,4,5
ORD03977,3,4
ORD03978,5,2
ORD03979,3,3
ORD03980,2,5
ORD03981,4,5
ORD03982,3,3
ORD03983,4,2
ORD03984,4,1
ORD03985,4,4
ORD03986,1,1
ORD03987,3,3
ORD03988,1,4
ORD03989,4,3
ORD03990,3,
ORD03991,,5
ORD03992,4,5
ORD03993,1,2
ORD03994,1,4
ORD03995,5,2
ORD03996,2,5
ORD03997,4,1
ORD03998,5,5
ORD03999,5,2
ORD04000,4,
ORD04001,2,1
ORD04002,,4
ORD04003,5,4
ORD04004,3,1
ORD04005,1,4
ORD04006,1,5
ORD04007,3,2
ORD04008,5,3
ORD04009,4,5
ORD04010,2,4
ORD04011,3,1
ORD04012,4,1
ORD04013,2,3
ORD04014,1,4
ORD04015,1,1
ORD04016,1,3
ORD04017,3,3
ORD04018,5,2
ORD04019,1,5
ORD04020,3,1
ORD04021,2,2
ORD04022,1,1
ORD04023,5,1
ORD04024,1,5
ORD04025,3,2
ORD04026,5,1
ORD04027,3,4
ORD04028,5,5
ORD04029,3,4
ORD04030,4,5
ORD04031,1,2
ORD04032,5,4
ORD04033,2,3
ORD04034,3,4
ORD04035,5,5
ORD04036,2,3
ORD04037,3,4
ORD04038,3,1
ORD04039,4,1
ORD04040,5,3
ORD04041,5,4
ORD04042,5,1
ORD04043,3,4
ORD04044,1,3
ORD04045,4,5
ORD04046,5,2
ORD04047,5,4
ORD04048,5,2
ORD04049,1,2
ORD04050,3,3
ORD04051,4,3
ORD04052,3,5
ORD04053,5,4
ORD04054,1,5
ORD04055,2,2
ORD04056,3,3
ORD04057,1,1
ORD04058,4,2
ORD04059,3,4
ORD04060,5,1
ORD04061,1,3
ORD04062,3,
ORD04063,3,5
ORD04064,1,1
ORD04065,3,2
ORD04066,3,5
ORD04067,,1
ORD04068,4,4
ORD04069,5,5
ORD04070,2,2
ORD04071,3,3
ORD04072,2,1
ORD04073,1,3
ORD04074,2,2
ORD04075,4,5
ORD04076,3,5
ORD04077,2,2
ORD04078,1,2
ORD04079,5,4
ORD04080,5,1
ORD04081,3,1
ORD04082,4,5
ORD04083,3,5
ORD04084,3,3
ORD04085,5,5
ORD04086,4,3
ORD04087,3,3
ORD04088,3,5
ORD04089,4,3
ORD04090,5,2
ORD04091,5,4
ORD04092,3,4
ORD04093,3,5
ORD04094,1,2
ORD04095,2,5
ORD04096,1,5
ORD04097,1,5
ORD04098,1,
ORD04099,4,5
ORD04100,1,1
ORD04101,2,4
ORD04102,2,4
ORD04103,4,1
ORD04104,2,5
ORD04105,,3
ORD04106,1,3
ORD04107,1,1
ORD04108,4,1
ORD04109,1,2
ORD04110,4,5
ORD04111,2,4
ORD04112,3,1
ORD04113,3,2
ORD04114,2,3
ORD04115,2,3
ORD04116,1,4
ORD04117,,5
ORD04118,1,5
ORD04119,5,1
ORD04120,3,2
ORD04121,3,2
ORD04122,5,2
ORD04123,2,2
ORD04124,4,2
ORD04125,2,4
ORD04126,3,
ORD04127,2,4
ORD04128,2,3
ORD04129,2,2
ORD04130,3,1
ORD04131,5,2
ORD04132,3,2
ORD04133,1,1
ORD04134,2,2
ORD04135,1,4
ORD04136,3,4
ORD04137,3,1
ORD04138,3,4
ORD04139,5,5
ORD04140,3,4
ORD04141,3,1
ORD04142,3,3
ORD04143,2,3
ORD04144,3,1
ORD04145,4,3
ORD04146,2,4
ORD04147,1,5
ORD04148,3,2
ORD04149,3,2
ORD04150,3,2
ORD04151,5,5
ORD04152,5,4
ORD04153,1,2
ORD04154,4,5
ORD04155,1,1
ORD04156,3,1
ORD04157,5,3
ORD04158,4,3
ORD04159,5,2
ORD04160,3,1
ORD04161,3,2
ORD04162,,1
ORD04163,4,5
ORD04164,3,4
ORD04165,5,3
ORD04166,5,5
ORD04167,,1
ORD04168,4,2
ORD04169,5,
ORD04170,2,2
ORD04171,4,1
ORD04172,4,2
ORD04173,5,1
ORD04174,2,2
ORD04175,1,2
ORD04176,4,1
ORD04177,4,4
ORD04178,3,2
ORD04179,5,3
ORD04180,4,2
ORD04181,2,1
ORD04182,2,1
ORD04183,4,1
ORD04184,1,5
ORD04185,1,1
ORD04186,5,5
ORD04187,5,5
ORD04188,3,5
ORD04189,,2
ORD04190,3,2
ORD04191,3,1
ORD04192,1,2
ORD04193,5,5
ORD04194,1,2
ORD04195,4,3
ORD04196,5,3
ORD04197,3,1
ORD04198,2,4
ORD04199,5,3
ORD04200,2,1
ORD04201,1,1
ORD04202,1,1
ORD04203,2,3
ORD04204,2,3
ORD04205,1,4
ORD04206,3,5
ORD04207,5,1
ORD04208,5,2
ORD04209,5,5
ORD04210,4,2
ORD04211,4,5
ORD04212,3,3
