P_ID,Product_Name,Category,Price,Features,Affected_Price,Del_Charge,Total_Price,Final_Price
PROD04495,Instant Noodles,Groceries & Kitchen Essentials,1717,"Free Delivery, 20% on product",1373.6,33,1750,1750
PROD04496,Deodorant,Beauty & Personal Care,483,Free Delivery,386.4,30,513,483
PROD04497,Smartwatch,Electronics,887,Free Delivery,709.6,47,934,887
PROD04498,USB Cable,Electronics,1764,Free Delivery,1411.2,42,1806,1764
PROD04499,Cereal Bars,Snacks & Drinks,897,Free Delivery,717.6,43,940,897
PROD04500,Fruit Juice,Snacks & Drinks,1556,Free Delivery,1244.8,36,1592,1556
PROD04501,Instant Noodles,Groceries & Kitchen Essentials,980,"Free Delivery, 20% on product",784,50,1030,1030
PROD04502,Baking Powder,Recipe Ideas,1873,Free Delivery,1498.4,37,1910,1873
PROD04503,Conditioner,Beauty & Personal Care,395,Free Delivery,316,50,445,395
PROD04504,Fruit Juice,Snacks & Drinks,603,Free Delivery,482.4,36,639,603
PROD04505,Instant Noodles,Groceries & Kitchen Essentials,1411,"Free Delivery, 20% on product",1128.8,50,1461,1461
PROD04506,Tea,Groceries & Kitchen Essentials,945,"Free Delivery, 20% on product",756,40,985,985
PROD04507,Smartwatch,Electronics,1633,Free Delivery,1306.4,37,1670,1633
PROD04508,Portable Hard Drive,Electronics,374,Free Delivery,299.2,36,410,374
PROD04509,Phone Charger,Electronics,326,Free Delivery,260.8,35,361,326
PROD04510,Air Freshener,Household Essentials,1109,Free Delivery,887.2,44,1153,1109
PROD04511,Shampoo,Beauty & Personal Care,756,Free Delivery,604.8,43,799,756
PROD04512,Lip Balm,Beauty & Personal Care,629,Free Delivery,503.2,30,659,629
PROD04513,Pulses,Groceries & Kitchen Essentials,1940,"Free Delivery, 20% on product",1552,46,1986,1986
PROD04514,Olive Oil,Recipe Ideas,173,Free Delivery,138.4,46,219,173
PROD04515,Yeast,Recipe Ideas,895,Free Delivery,716,34,929,895
PROD04516,Glass Cleaner,Household Essentials,1944,Free Delivery,1555.2,37,1981,1944
PROD04517,Laundry Detergent,Household Essentials,1369,Free Delivery,1095.2,31,1400,1369
PROD04518,Spices,Groceries & Kitchen Essentials,786,"Free Delivery, 20% on product",628.8,48,834,834
PROD04519,Power Bank,Electronics,883,Free Delivery,706.4,34,917,883
PROD04520,LED Light Bulb,Electronics,1344,Free Delivery,1075.2,38,1382,1344
PROD04521,Memory Card,Electronics,702,Free Delivery,561.6,36,738,702
PROD04522,Bluetooth Speaker,Electronics,1312,Free Delivery,1049.6,46,1358,1312
PROD04523,Memory Card,Electronics,1876,Free Delivery,1500.8,47,1923,1876
PROD04524,Spices,Groceries & Kitchen Essentials,550,"Free Delivery, 20% on product",440,48,598,598
PROD04525,Bluetooth Speaker,Electronics,952,Free Delivery,761.6,49,1001,952
PROD04526,Face Wash,Beauty & Personal Care,1341,Free Delivery,1072.8,43,1384,1341
PROD04527,Potato Chips,Snacks & Drinks,1701,Free Delivery,1360.8,47,1748,1701
PROD04528,Air Freshener,Household Essentials,345,Free Delivery,276,32,377,345
PROD04529,Hair Oil,Beauty & Personal Care,1823,Free Delivery,1458.4,34,1857,1823
PROD04530,Smartwatch,Electronics,916,Free Delivery,732.8,39,955,916
PROD04531,Flavored Milk,Snacks & Drinks,1695,Free Delivery,1356,34,1729,1695
PROD04532,Smart Plug,Electronics,117,Free Delivery,93.6,33,150,117
PROD04533,Instant Noodles,Groceries & Kitchen Essentials,1601,"Free Delivery, 20% on product",1280.8,31,1632,1632
PROD04534,Dishwashing Liquid,Household Essentials,675,Free Delivery,540,43,718,675
PROD04535,USB Cable,Electronics,1780,Free Delivery,1424,49,1829,1780
PROD04536,Bluetooth Speaker,Electronics,1545,Free Delivery,1236,44,1589,1545
PROD04537,Tissue Paper,Household Essentials,762,Free Delivery,609.6,35,797,762
PROD04538,Toilet Cleaner,Household Essentials,84,,67.2,40,124,124
PROD04539,Portable Hard Drive,Electronics,271,Free Delivery,216.8,31,302,271
PROD04540,Basmati Rice,Groceries & Kitchen Essentials,1448,"Free Delivery, 20% on product",1158.4,35,1483,1483
PROD04541,Coffee,Groceries & Kitchen Essentials,1618,"Free Delivery, 20% on product",1294.4,36,1654,1654
PROD04542,Sugar,Groceries & Kitchen Essentials,1970,"Free Delivery, 20% on product",1576,46,2016,2016
PROD04543,Vanilla Extract,Recipe Ideas,898,Free Delivery,718.4,46,944,898
PROD04544,Pulses,Groceries & Kitchen Essentials,1468,"Free Delivery, 20% on product",1174.4,44,1512,1512
PROD04545,Shampoo,Beauty & Personal Care,560,Free Delivery,448,31,591,560
PROD04546,Laundry Detergent,Household Essentials,969,Free Delivery,775.2,36,1005,969
PROD04547,Instant Noodles,Groceries & Kitchen Essentials,1806,"Free Delivery, 20% on product",1444.8,34,1840,1840
PROD04548,Coffee,Groceries & Kitchen Essentials,650,"Free Delivery, 20% on product",520,32,682,682
PROD04549,Conditioner,Beauty & Personal Care,581,Free Delivery,464.8,46,627,581
PROD04550,Basmati Rice,Groceries & Kitchen Essentials,1303,"Free Delivery, 20% on product",1042.4,36,1339,1339
PROD04551,Glass Cleaner,Household Essentials,344,Free Delivery,275.2,38,382,344
PROD04552,Toilet Cleaner,Household Essentials,1340,Free Delivery,1072,47,1387,1340
PROD04553,Floor Cleaner,Household Essentials,1594,Free Delivery,1275.2,41,1635,1594
PROD04554,Power Bank,Electronics,1097,Free Delivery,877.6,39,1136,1097
PROD04555,Smartwatch,Electronics,621,Free Delivery,496.8,37,658,621
PROD04556,Wireless Earphones,Electronics,1712,Free Delivery,1369.6,35,1747,1712
PROD04557,Laundry Detergent,Household Essentials,1513,Free Delivery,1210.4,45,1558,1513
PROD04558,Trail Mix,Snacks & Drinks,1980,Free Delivery,1584,33,2013,1980
PROD04559,Trail Mix,Snacks & Drinks,1705,Free Delivery,1364,36,1741,1705
PROD04560,Scrub Pads,Household Essentials,1794,Free Delivery,1435.2,45,1839,1794
PROD04561,Smartwatch,Electronics,768,Free Delivery,614.4,48,816,768
PROD04562,Air Freshener,Household Essentials,454,Free Delivery,363.2,37,491,454
PROD04563,Floor Cleaner,Household Essentials,1294,Free Delivery,1035.2,33,1327,1294
PROD04564,Packaged Snacks,Snacks & Drinks,1352,Free Delivery,1081.6,36,1388,1352
PROD04565,LED Light Bulb,Electronics,1402,Free Delivery,1121.6,48,1450,1402
PROD04566,Scrub Pads,Household Essentials,970,Free Delivery,776,37,1007,970
PROD04567,Cake Mix,Recipe Ideas,1453,Free Delivery,1162.4,38,1491,1453
PROD04568,Packaged Snacks,Snacks & Drinks,968,Free Delivery,774.4,30,998,968
PROD04569,Phone Charger,Electronics,892,Free Delivery,713.6,35,927,892
PROD04570,Baking Powder,Recipe Ideas,927,Free Delivery,741.6,43,970,927
PROD04571,Bluetooth Speaker,Electronics,373,Free Delivery,298.4,35,408,373
PROD04572,Air Freshener,Household Essentials,960,Free Delivery,768,48,1008,960
PROD04573,Basmati Rice,Groceries & Kitchen Essentials,1860,"Free Delivery, 20% on product",1488,45,1905,1905
PROD04574,Smart Plug,Electronics,741,Free Delivery,592.8,41,782,741
PROD04575,Bluetooth Speaker,Electronics,504,Free Delivery,403.2,31,535,504
PROD04576,Scrub Pads,Household Essentials,1592,Free Delivery,1273.6,39,1631,1592
PROD04577,Garbage Bags,Household Essentials,1789,Free Delivery,1431.2,33,1822,1789
PROD04578,Power Bank,Electronics,1934,Free Delivery,1547.2,36,1970,1934
PROD04579,USB Cable,Electronics,1459,Free Delivery,1167.2,32,1491,1459
PROD04580,Olive Oil,Recipe Ideas,272,Free Delivery,217.6,42,314,272
PROD04581,Tea,Groceries & Kitchen Essentials,1336,"Free Delivery, 20% on product",1068.8,44,1380,1380
PROD04582,Pulses,Groceries & Kitchen Essentials,1702,"Free Delivery, 20% on product",1361.6,32,1734,1734
PROD04583,Smartwatch,Electronics,1072,Free Delivery,857.6,31,1103,1072
PROD04584,Memory Card,Electronics,1275,Free Delivery,1020,38,1313,1275
PROD04585,Portable Hard Drive,Electronics,333,Free Delivery,266.4,48,381,333
PROD04586,Chocolate Cookies,Snacks & Drinks,286,Free Delivery,228.8,47,333,286
PROD04587,Sponges,Household Essentials,71,,56.8,30,101,101
PROD04588,Conditioner,Beauty & Personal Care,869,Free Delivery,695.2,30,899,869
PROD04589,Popcorn,Snacks & Drinks,951,Free Delivery,760.8,37,988,951
PROD04590,Basmati Rice,Groceries & Kitchen Essentials,1117,"Free Delivery, 20% on product",893.6,31,1148,1148
PROD04591,Smartwatch,Electronics,1886,Free Delivery,1508.8,43,1929,1886
PROD04592,Sugar,Groceries & Kitchen Essentials,1512,"Free Delivery, 20% on product",1209.6,39,1551,1551
PROD04593,Garbage Bags,Household Essentials,1835,Free Delivery,1468,31,1866,1835
PROD04594,Tea,Groceries & Kitchen Essentials,423,"Free Delivery, 20% on product",338.4,30,453,453
PROD04595,Laundry Detergent,Household Essentials,1890,Free Delivery,1512,46,1936,1890
PROD04596,Yeast,Recipe Ideas,1540,Free Delivery,1232,31,1571,1540
PROD04597,Shampoo,Beauty & Personal Care,1032,Free Delivery,825.6,38,1070,1032
PROD04598,Tea,Groceries & Kitchen Essentials,1666,"Free Delivery, 20% on product",1332.8,45,1711,1711
PROD04599,Hair Oil,Beauty & Personal Care,1168,Free Delivery,934.4,30,1198,1168
PROD04600,Toilet Cleaner,Household Essentials,244,Free Delivery,195.2,41,285,244
PROD04601,Chocolate Cookies,Snacks & Drinks,984,Free Delivery,787.2,31,1015,984
PROD04602,Portable Hard Drive,Electronics,189,Free Delivery,151.2,50,239,189
PROD04603,Portable Hard Drive,Electronics,1633,Free Delivery,1306.4,34,1667,1633
PROD04604,Popcorn,Snacks & Drinks,1392,Free Delivery,1113.6,37,1429,1392
PROD04605,Pulses,Groceries & Kitchen Essentials,203,"Free Delivery, 20% on product",162.4,34,237,237
PROD04606,Hair Oil,Beauty & Personal Care,1932,Free Delivery,1545.6,32,1964,1932
PROD04607,Conditioner,Beauty & Personal Care,625,Free Delivery,500,45,670,625
PROD04608,Fruit Juice,Snacks & Drinks,1043,Free Delivery,834.4,36,1079,1043
PROD04609,LED Light Bulb,Electronics,841,Free Delivery,672.8,49,890,841
PROD04610,Sponges,Household Essentials,511,Free Delivery,408.8,48,559,511
PROD04611,Packaged Snacks,Snacks & Drinks,1217,Free Delivery,973.6,43,1260,1217
PROD04612,Smartwatch,Electronics,296,Free Delivery,236.8,44,340,296
PROD04613,Scrub Pads,Household Essentials,816,Free Delivery,652.8,41,857,816
PROD04614,Instant Noodles,Groceries & Kitchen Essentials,344,"Free Delivery, 20% on product",275.2,49,393,393
PROD04615,Smart Plug,Electronics,74,,59.2,48,122,122
PROD04616,Glass Cleaner,Household Essentials,1084,Free Delivery,867.2,37,1121,1084
PROD04617,Wheat Flour,Groceries & Kitchen Essentials,1380,"Free Delivery, 20% on product",1104,36,1416,1416
PROD04618,Spaghetti,Recipe Ideas,206,Free Delivery,164.8,39,245,206
PROD04619,Face Cream,Beauty & Personal Care,1982,Free Delivery,1585.6,31,2013,1982
PROD04620,LED Light Bulb,Electronics,485,Free Delivery,388,41,526,485
PROD04621,LED Light Bulb,Electronics,1163,Free Delivery,930.4,33,1196,1163
PROD04622,Hand Soap,Beauty & Personal Care,495,Free Delivery,396,42,537,495
PROD04623,Cocoa Powder,Recipe Ideas,1523,Free Delivery,1218.4,34,1557,1523
PROD04624,Smartwatch,Electronics,1489,Free Delivery,1191.2,35,1524,1489
PROD04625,Trail Mix,Snacks & Drinks,1966,Free Delivery,1572.8,41,2007,1966
PROD04626,Floor Cleaner,Household Essentials,595,Free Delivery,476,38,633,595
PROD04627,Sponges,Household Essentials,764,Free Delivery,611.2,42,806,764
PROD04628,Tea,Groceries & Kitchen Essentials,278,"Free Delivery, 20% on product",222.4,35,313,313
PROD04629,Face Wash,Beauty & Personal Care,369,Free Delivery,295.2,31,400,369
PROD04630,Coffee,Groceries & Kitchen Essentials,1712,"Free Delivery, 20% on product",1369.6,39,1751,1751
PROD04631,Bluetooth Speaker,Electronics,669,Free Delivery,535.2,42,711,669
PROD04632,Chocolate Cookies,Snacks & Drinks,914,Free Delivery,731.2,39,953,914
PROD04633,Pizza Base,Recipe Ideas,1610,Free Delivery,1288,30,1640,1610
PROD04634,Coffee,Groceries & Kitchen Essentials,574,"Free Delivery, 20% on product",459.2,47,621,621
PROD04635,Sugar,Groceries & Kitchen Essentials,1952,"Free Delivery, 20% on product",1561.6,39,1991,1991
PROD04636,Sponges,Household Essentials,79,,63.2,40,119,119
PROD04637,Bluetooth Speaker,Electronics,1543,Free Delivery,1234.4,33,1576,1543
PROD04638,Air Freshener,Household Essentials,1558,Free Delivery,1246.4,47,1605,1558
PROD04639,Bread Crumbs,Recipe Ideas,794,Free Delivery,635.2,46,840,794
PROD04640,Hair Oil,Beauty & Personal Care,1709,Free Delivery,1367.2,39,1748,1709
PROD04641,Memory Card,Electronics,1637,Free Delivery,1309.6,34,1671,1637
PROD04642,Laundry Detergent,Household Essentials,371,Free Delivery,296.8,42,413,371
PROD04643,Face Wash,Beauty & Personal Care,1578,Free Delivery,1262.4,34,1612,1578
PROD04644,Trail Mix,Snacks & Drinks,214,Free Delivery,171.2,40,254,214
PROD04645,Energy Bar,Snacks & Drinks,1520,Free Delivery,1216,39,1559,1520
PROD04646,USB Cable,Electronics,280,Free Delivery,224,38,318,280
PROD04647,Vanilla Extract,Recipe Ideas,666,Free Delivery,532.8,39,705,666
PROD04648,Portable Hard Drive,Electronics,1863,Free Delivery,1490.4,50,1913,1863
PROD04649,Salt,Groceries & Kitchen Essentials,796,"Free Delivery, 20% on product",636.8,42,838,838
PROD04650,Baking Powder,Recipe Ideas,593,Free Delivery,474.4,45,638,593
PROD04651,Pasta Sauce,Recipe Ideas,1660,Free Delivery,1328,42,1702,1660
PROD04652,Scrub Pads,Household Essentials,1644,Free Delivery,1315.2,38,1682,1644
PROD04653,Floor Cleaner,Household Essentials,1916,Free Delivery,1532.8,32,1948,1916
PROD04654,Cereal Bars,Snacks & Drinks,1062,Free Delivery,849.6,38,1100,1062
PROD04655,Glass Cleaner,Household Essentials,501,Free Delivery,400.8,41,542,501
PROD04656,Cereal Bars,Snacks & Drinks,1369,Free Delivery,1095.2,39,1408,1369
PROD04657,Smart Plug,Electronics,1215,Free Delivery,972,49,1264,1215
PROD04658,Conditioner,Beauty & Personal Care,1514,Free Delivery,1211.2,31,1545,1514
PROD04659,Pulses,Groceries & Kitchen Essentials,1049,"Free Delivery, 20% on product",839.2,41,1090,1090
PROD04660,Potato Chips,Snacks & Drinks,251,Free Delivery,200.8,31,282,251
PROD04661,Power Bank,Electronics,869,Free Delivery,695.2,42,911,869
PROD04662,USB Cable,Electronics,991,Free Delivery,792.8,37,1028,991
PROD04663,Air Freshener,Household Essentials,1687,Free Delivery,1349.6,36,1723,1687
PROD04664,Spices,Groceries & Kitchen Essentials,1015,"Free Delivery, 20% on product",812,30,1045,1045
PROD04665,Smart Plug,Electronics,944,Free Delivery,755.2,39,983,944
PROD04666,Smartwatch,Electronics,149,Free Delivery,119.2,47,196,149
PROD04667,Energy Bar,Snacks & Drinks,1795,Free Delivery,1436,41,1836,1795
PROD04668,Power Bank,Electronics,198,Free Delivery,158.4,34,232,198
PROD04669,Tea,Groceries & Kitchen Essentials,480,"Free Delivery, 20% on product",384,43,523,523
PROD04670,Smart Plug,Electronics,1610,Free Delivery,1288,48,1658,1610
PROD04671,Phone Charger,Electronics,1735,Free Delivery,1388,36,1771,1735
PROD04672,Coffee,Groceries & Kitchen Essentials,94,20% on product,75.2,33,127,127
PROD04673,Glass Cleaner,Household Essentials,424,Free Delivery,339.2,30,454,424
PROD04674,Pasta Sauce,Recipe Ideas,295,Free Delivery,236,49,344,295
PROD04675,Garbage Bags,Household Essentials,1852,Free Delivery,1481.6,44,1896,1852
PROD04676,Dishwashing Liquid,Household Essentials,1035,Free Delivery,828,35,1070,1035
PROD04677,Smartwatch,Electronics,568,Free Delivery,454.4,39,607,568
PROD04678,Power Bank,Electronics,1563,Free Delivery,1250.4,42,1605,1563
PROD04679,Memory Card,Electronics,1374,Free Delivery,1099.2,31,1405,1374
PROD04680,Smart Plug,Electronics,1074,Free Delivery,859.2,37,1111,1074
PROD04681,Cooking Oil,Groceries & Kitchen Essentials,1687,"Free Delivery, 20% on product",1349.6,45,1732,1732
PROD04682,Wireless Earphones,Electronics,1769,Free Delivery,1415.2,36,1805,1769
PROD04683,Sunscreen,Beauty & Personal Care,1767,Free Delivery,1413.6,48,1815,1767
PROD04684,Wireless Earphones,Electronics,1231,Free Delivery,984.8,37,1268,1231
PROD04685,Bluetooth Speaker,Electronics,1918,Free Delivery,1534.4,30,1948,1918
PROD04686,Cooking Oil,Groceries & Kitchen Essentials,1276,"Free Delivery, 20% on product",1020.8,38,1314,1314
PROD04687,Memory Card,Electronics,243,Free Delivery,194.4,47,290,243
PROD04688,Portable Hard Drive,Electronics,202,Free Delivery,161.6,43,245,202
PROD04689,Smart Plug,Electronics,132,Free Delivery,105.6,42,174,132
PROD04690,Garbage Bags,Household Essentials,1957,Free Delivery,1565.6,47,2004,1957
PROD04691,Bluetooth Speaker,Electronics,185,Free Delivery,148,40,225,185
PROD04692,Sponges,Household Essentials,274,Free Delivery,219.2,46,320,274
PROD04693,Dishwashing Liquid,Household Essentials,639,Free Delivery,511.2,46,685,639
PROD04694,Smartwatch,Electronics,1200,Free Delivery,960,50,1250,1200
PROD04695,Portable Hard Drive,Electronics,947,Free Delivery,757.6,35,982,947
PROD04696,Tissue Paper,Household Essentials,308,Free Delivery,246.4,46,354,308
PROD04697,Air Freshener,Household Essentials,1946,Free Delivery,1556.8,44,1990,1946
PROD04698,Power Bank,Electronics,1970,Free Delivery,1576,40,2010,1970
PROD04699,Packaged Snacks,Snacks & Drinks,1374,Free Delivery,1099.2,46,1420,1374
PROD04700,Body Lotion,Beauty & Personal Care,1371,Free Delivery,1096.8,40,1411,1371
PROD04701,Soft Drink,Snacks & Drinks,877,Free Delivery,701.6,45,922,877
PROD04702,Sunscreen,Beauty & Personal Care,1909,Free Delivery,1527.2,39,1948,1909
PROD04703,Air Freshener,Household Essentials,348,Free Delivery,278.4,44,392,348
PROD04704,Tea,Groceries & Kitchen Essentials,396,"Free Delivery, 20% on product",316.8,49,445,445
PROD04705,Chocolate Cookies,Snacks & Drinks,706,Free Delivery,564.8,35,741,706
PROD04706,Power Bank,Electronics,566,Free Delivery,452.8,44,610,566
PROD04707,Body Lotion,Beauty & Personal Care,74,,59.2,43,117,117
PROD04708,Bluetooth Speaker,Electronics,1136,Free Delivery,908.8,31,1167,1136
PROD04709,Deodorant,Beauty & Personal Care,668,Free Delivery,534.4,50,718,668
PROD04710,Pulses,Groceries & Kitchen Essentials,1178,"Free Delivery, 20% on product",942.4,45,1223,1223
PROD04711,Spaghetti,Recipe Ideas,72,,57.6,41,113,113
PROD04712,Chocolate Cookies,Snacks & Drinks,1780,Free Delivery,1424,48,1828,1780
PROD04713,Deodorant,Beauty & Personal Care,780,Free Delivery,624,48,828,780
PROD04714,Soft Drink,Snacks & Drinks,1559,Free Delivery,1247.2,34,1593,1559
PROD04715,Tea,Groceries & Kitchen Essentials,273,"Free Delivery, 20% on product",218.4,46,319,319
PROD04716,Garbage Bags,Household Essentials,350,Free Delivery,280,38,388,350
PROD04717,Bluetooth Speaker,Electronics,830,Free Delivery,664,44,874,830
PROD04718,Face Wash,Beauty & Personal Care,282,Free Delivery,225.6,49,331,282
PROD04719,Face Wash,Beauty & Personal Care,1531,Free Delivery,1224.8,49,1580,1531
PROD04720,Face Wash,Beauty & Personal Care,278,Free Delivery,222.4,30,308,278
PROD04721,Toilet Cleaner,Household Essentials,170,Free Delivery,136,37,207,170
PROD04722,Sugar,Groceries & Kitchen Essentials,459,"Free Delivery, 20% on product",367.2,44,503,503
PROD04723,Dishwashing Liquid,Household Essentials,419,Free Delivery,335.2,31,450,419
PROD04724,USB Cable,Electronics,1593,Free Delivery,1274.4,38,1631,1593
PROD04725,Power Bank,Electronics,602,Free Delivery,481.6,48,650,602
PROD04726,Pasta Sauce,Recipe Ideas,216,Free Delivery,172.8,35,251,216
PROD04727,Yeast,Recipe Ideas,586,Free Delivery,468.8,49,635,586
PROD04728,Memory Card,Electronics,167,Free Delivery,133.6,47,214,167
PROD04729,Memory Card,Electronics,69,,55.2,35,104,104
PROD04730,Body Lotion,Beauty & Personal Care,1344,Free Delivery,1075.2,50,1394,1344
PROD04731,Flavored Milk,Snacks & Drinks,310,Free Delivery,248,48,358,310
PROD04732,USB Cable,Electronics,1456,Free Delivery,1164.8,47,1503,1456
PROD04733,USB Cable,Electronics,1298,Free Delivery,1038.4,37,1335,1298
PROD04734,LED Light Bulb,Electronics,1728,Free Delivery,1382.4,33,1761,1728
PROD04735,Memory Card,Electronics,232,Free Delivery,185.6,37,269,232
PROD04736,Conditioner,Beauty & Personal Care,446,Free Delivery,356.8,31,477,446
PROD04737,Wireless Earphones,Electronics,1331,Free Delivery,1064.8,39,1370,1331
PROD04738,Dishwashing Liquid,Household Essentials,166,Free Delivery,132.8,32,198,166
PROD04739,Pulses,Groceries & Kitchen Essentials,1730,"Free Delivery, 20% on product",1384,42,1772,1772
PROD04740,Sugar,Groceries & Kitchen Essentials,351,"Free Delivery, 20% on product",280.8,40,391,391
PROD04741,Spices,Groceries & Kitchen Essentials,1748,"Free Delivery, 20% on product",1398.4,32,1780,1780
PROD04742,Tissue Paper,Household Essentials,1261,Free Delivery,1008.8,31,1292,1261
PROD04743,Conditioner,Beauty & Personal Care,1596,Free Delivery,1276.8,50,1646,1596
PROD04744,USB Cable,Electronics,1270,Free Delivery,1016,43,1313,1270
PROD04745,Trail Mix,Snacks & Drinks,1139,Free Delivery,911.2,31,1170,1139
PROD04746,Fruit Juice,Snacks & Drinks,281,Free Delivery,224.8,50,331,281
PROD04747,Tea,Groceries & Kitchen Essentials,51,20% on product,40.8,48,99,99
PROD04748,Laundry Detergent,Household Essentials,1658,Free Delivery,1326.4,33,1691,1658
PROD04749,Phone Charger,Electronics,1727,Free Delivery,1381.6,46,1773,1727
PROD04750,Cereal Bars,Snacks & Drinks,1238,Free Delivery,990.4,42,1280,1238
PROD04751,Smartwatch,Electronics,678,Free Delivery,542.4,47,725,678
PROD04752,Wireless Earphones,Electronics,325,Free Delivery,260,45,370,325
PROD04753,Sunscreen,Beauty & Personal Care,515,Free Delivery,412,32,547,515
PROD04754,Spices,Groceries & Kitchen Essentials,208,"Free Delivery, 20% on product",166.4,32,240,240
PROD04755,Trail Mix,Snacks & Drinks,1830,Free Delivery,1464,35,1865,1830
PROD04756,Dishwashing Liquid,Household Essentials,1365,Free Delivery,1092,31,1396,1365
PROD04757,Power Bank,Electronics,455,Free Delivery,364,36,491,455
PROD04758,Floor Cleaner,Household Essentials,1134,Free Delivery,907.2,48,1182,1134
PROD04759,Sugar,Groceries & Kitchen Essentials,414,"Free Delivery, 20% on product",331.2,47,461,461
PROD04760,Floor Cleaner,Household Essentials,1135,Free Delivery,908,50,1185,1135
PROD04761,Conditioner,Beauty & Personal Care,851,Free Delivery,680.8,33,884,851
PROD04762,Air Freshener,Household Essentials,915,Free Delivery,732,47,962,915
PROD04763,Cooking Oil,Groceries & Kitchen Essentials,1847,"Free Delivery, 20% on product",1477.6,50,1897,1897
PROD04764,Tissue Paper,Household Essentials,1249,Free Delivery,999.2,48,1297,1249
PROD04765,Hand Soap,Beauty & Personal Care,488,Free Delivery,390.4,41,529,488
PROD04766,Cake Mix,Recipe Ideas,964,Free Delivery,771.2,48,1012,964
PROD04767,Toilet Cleaner,Household Essentials,1728,Free Delivery,1382.4,40,1768,1728
PROD04768,Coffee,Groceries & Kitchen Essentials,1316,"Free Delivery, 20% on product",1052.8,46,1362,1362
PROD04769,Scrub Pads,Household Essentials,838,Free Delivery,670.4,41,879,838
PROD04770,Spaghetti,Recipe Ideas,1494,Free Delivery,1195.2,36,1530,1494
PROD04771,Smart Plug,Electronics,1478,Free Delivery,1182.4,37,1515,1478
PROD04772,Deodorant,Beauty & Personal Care,1566,Free Delivery,1252.8,34,1600,1566
PROD04773,Wheat Flour,Groceries & Kitchen Essentials,1959,"Free Delivery, 20% on product",1567.2,34,1993,1993
PROD04774,Fruit Juice,Snacks & Drinks,1422,Free Delivery,1137.6,42,1464,1422
PROD04775,Yeast,Recipe Ideas,715,Free Delivery,572,34,749,715
PROD04776,Phone Charger,Electronics,767,Free Delivery,613.6,40,807,767
PROD04777,Cereal Bars,Snacks & Drinks,647,Free Delivery,517.6,45,692,647
PROD04778,Fruit Juice,Snacks & Drinks,169,Free Delivery,135.2,33,202,169
PROD04779,Basmati Rice,Groceries & Kitchen Essentials,1379,"Free Delivery, 20% on product",1103.2,35,1414,1414
PROD04780,Tissue Paper,Household Essentials,1121,Free Delivery,896.8,41,1162,1121
PROD04781,Deodorant,Beauty & Personal Care,144,Free Delivery,115.2,40,184,144
PROD04782,Cooking Oil,Groceries & Kitchen Essentials,1816,"Free Delivery, 20% on product",1452.8,40,1856,1856
PROD04783,Glass Cleaner,Household Essentials,546,Free Delivery,436.8,40,586,546
PROD04784,Baking Powder,Recipe Ideas,471,Free Delivery,376.8,39,510,471
PROD04785,Sugar,Groceries & Kitchen Essentials,518,"Free Delivery, 20% on product",414.4,37,555,555
PROD04786,Dishwashing Liquid,Household Essentials,360,Free Delivery,288,30,390,360
PROD04787,Scrub Pads,Household Essentials,1091,Free Delivery,872.8,37,1128,1091
PROD04788,Wireless Earphones,Electronics,338,Free Delivery,270.4,47,385,338
PROD04789,Floor Cleaner,Household Essentials,80,,64,50,130,130
PROD04790,Instant Noodles,Groceries & Kitchen Essentials,902,"Free Delivery, 20% on product",721.6,50,952,952
PROD04791,Tissue Paper,Household Essentials,1376,Free Delivery,1100.8,45,1421,1376
PROD04792,Dishwashing Liquid,Household Essentials,1191,Free Delivery,952.8,34,1225,1191
PROD04793,Bluetooth Speaker,Electronics,620,Free Delivery,496,37,657,620
PROD04794,Power Bank,Electronics,906,Free Delivery,724.8,48,954,906
PROD04795,Sugar,Groceries & Kitchen Essentials,1743,"Free Delivery, 20% on product",1394.4,36,1779,1779
PROD04796,Power Bank,Electronics,821,Free Delivery,656.8,45,866,821
PROD04797,Wireless Earphones,Electronics,968,Free Delivery,774.4,37,1005,968
PROD04798,Scrub Pads,Household Essentials,1927,Free Delivery,1541.6,47,1974,1927
PROD04799,Cereal Bars,Snacks & Drinks,1089,Free Delivery,871.2,39,1128,1089
PROD04800,Bluetooth Speaker,Electronics,791,Free Delivery,632.8,48,839,791
PROD04801,Phone Charger,Electronics,1911,Free Delivery,1528.8,42,1953,1911
PROD04802,Bluetooth Speaker,Electronics,1833,Free Delivery,1466.4,38,1871,1833
PROD04803,Garbage Bags,Household Essentials,142,Free Delivery,113.6,49,191,142
PROD04804,Smart Plug,Electronics,944,Free Delivery,755.2,33,977,944
PROD04805,LED Light Bulb,Electronics,91,,72.8,41,132,132
PROD04806,Laundry Detergent,Household Essentials,1879,Free Delivery,1503.2,30,1909,1879
PROD04807,Cocoa Powder,Recipe Ideas,1773,Free Delivery,1418.4,42,1815,1773
PROD04808,Packaged Snacks,Snacks & Drinks,1274,Free Delivery,1019.2,31,1305,1274
PROD04809,Smartwatch,Electronics,1084,Free Delivery,867.2,31,1115,1084
PROD04810,Memory Card,Electronics,1920,Free Delivery,1536,34,1954,1920
PROD04811,Wireless Earphones,Electronics,1155,Free Delivery,924,30,1185,1155
PROD04812,Fruit Juice,Snacks & Drinks,979,Free Delivery,783.2,45,1024,979
PROD04813,Trail Mix,Snacks & Drinks,668,Free Delivery,534.4,42,710,668
